"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"Count"	"Ontology"
"HIPPO"	"GO:0014002"	"astrocyte development"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:0014014"	"negative regulation of gliogenesis"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:0014044"	"Schwann cell development"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:0046850"	"regulation of bone remodeling"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:0050931"	"pigment cell differentiation"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:0101023"	"vascular endothelial cell proliferation"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:1901030"	"positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:1905562"	"regulation of vascular endothelial cell proliferation"	"4/914"	"24/11810"	0.110010711485262	0.372619552743568	0.311402013967009	4	"BP"
"HIPPO"	"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"5/902"	"33/11561"	0.110471933787295	0.486573011737298	0.435093482568529	5	"MF"
"HIPPO"	"GO:0051707"	"response to other organism"	"41/914"	"436/11810"	0.110562785989074	0.374212506424558	0.312733261833	41	"BP"
"HIPPO"	"GO:0045927"	"positive regulation of growth"	"19/914"	"182/11810"	0.11142928808048	0.37615838415993	0.314359451981281	19	"BP"
"HIPPO"	"GO:0006112"	"energy reserve metabolic process"	"8/914"	"63/11810"	0.111548716631343	0.37615838415993	0.314359451981281	8	"BP"
"HIPPO"	"GO:0006672"	"ceramide metabolic process"	"8/914"	"63/11810"	0.111548716631343	0.37615838415993	0.314359451981281	8	"BP"
"HIPPO"	"GO:0010927"	"cellular component assembly involved in morphogenesis"	"8/914"	"63/11810"	0.111548716631343	0.37615838415993	0.314359451981281	8	"BP"
"HIPPO"	"GO:1900407"	"regulation of cellular response to oxidative stress"	"8/914"	"63/11810"	0.111548716631343	0.37615838415993	0.314359451981281	8	"BP"
"HIPPO"	"GO:0010812"	"negative regulation of cell-substrate adhesion"	"6/914"	"43/11810"	0.111749748349881	0.376281713354714	0.314462519464868	6	"BP"
"HIPPO"	"GO:0045621"	"positive regulation of lymphocyte differentiation"	"6/914"	"43/11810"	0.111749748349881	0.376281713354714	0.314462519464868	6	"BP"
"HIPPO"	"GO:0001701"	"in utero embryonic development"	"22/914"	"216/11810"	0.112102193034794	0.377190908328836	0.3152223431079	22	"BP"
"HIPPO"	"GO:0035035"	"histone acetyltransferase binding"	"4/902"	"24/11561"	0.112494062040834	0.492711422569908	0.440582448216379	4	"MF"
"HIPPO"	"GO:0030316"	"osteoclast differentiation"	"7/914"	"53/11810"	0.112574036226494	0.378222312608251	0.316084298331288	7	"BP"
"HIPPO"	"GO:0048678"	"response to axon injury"	"7/914"	"53/11810"	0.112574036226494	0.378222312608251	0.316084298331288	7	"BP"
"HIPPO"	"GO:0001933"	"negative regulation of protein phosphorylation"	"30/914"	"308/11810"	0.112742703493083	0.378511086708987	0.316325629833859	30	"BP"
"HIPPO"	"GO:0045637"	"regulation of myeloid cell differentiation"	"17/914"	"160/11810"	0.112918323883571	0.378822763996498	0.316586101766488	17	"BP"
"HIPPO"	"GO:0070382"	"exocytic vesicle"	"18/960"	"171/12395"	0.11292160198359	0.419315548699064	0.351047506517406	18	"CC"
"HIPPO"	"GO:0043207"	"response to external biotic stimulus"	"41/914"	"437/11810"	0.113352976900988	0.38000236065855	0.317571902896695	41	"BP"
"HIPPO"	"GO:0101002"	"ficolin-1-rich granule"	"15/960"	"138/12395"	0.114084336241601	0.420827650904448	0.352313425967439	15	"CC"
"HIPPO"	"GO:1901214"	"regulation of neuron death"	"23/914"	"228/11810"	0.114599294797559	0.383899248165174	0.320828572088719	23	"BP"
"HIPPO"	"GO:0031330"	"negative regulation of cellular catabolic process"	"20/914"	"194/11810"	0.114692063066037	0.383928954345416	0.320853397850777	20	"BP"
"HIPPO"	"GO:0002521"	"leukocyte differentiation"	"25/914"	"251/11810"	0.115108382256435	0.385040904389946	0.321782666003099	25	"BP"
"HIPPO"	"GO:0006754"	"ATP biosynthetic process"	"11/914"	"95/11810"	0.115731915995936	0.386561494596645	0.323053438965222	11	"BP"
"HIPPO"	"GO:0043271"	"negative regulation of ion transport"	"11/914"	"95/11810"	0.115731915995936	0.386561494596645	0.323053438965222	11	"BP"
"HIPPO"	"GO:0008654"	"phospholipid biosynthetic process"	"22/914"	"217/11810"	0.116144770481445	0.387657527150323	0.323969404705816	22	"BP"
"HIPPO"	"GO:0015748"	"organophosphate ester transport"	"9/914"	"74/11810"	0.116550131836512	0.388443847985346	0.324626541160003	9	"BP"
"HIPPO"	"GO:1900542"	"regulation of purine nucleotide metabolic process"	"9/914"	"74/11810"	0.116550131836512	0.388443847985346	0.324626541160003	9	"BP"
"HIPPO"	"GO:0060828"	"regulation of canonical Wnt signaling pathway"	"18/914"	"172/11810"	0.116840106286526	0.389126875085258	0.325197353971463	18	"BP"
"HIPPO"	"GO:0005975"	"carbohydrate metabolic process"	"39/914"	"415/11810"	0.118000998315015	0.390080579376096	0.325994374510801	39	"BP"
"HIPPO"	"GO:0009166"	"nucleotide catabolic process"	"13/914"	"117/11810"	0.118293311701549	0.390080579376096	0.325994374510801	13	"BP"
"HIPPO"	"GO:0072524"	"pyridine-containing compound metabolic process"	"13/914"	"117/11810"	0.118293311701549	0.390080579376096	0.325994374510801	13	"BP"
"HIPPO"	"GO:0071241"	"cellular response to inorganic substance"	"16/914"	"150/11810"	0.118301019090301	0.390080579376096	0.325994374510801	16	"BP"
"HIPPO"	"GO:0016747"	"transferase activity, transferring acyl groups other than amino-acyl groups"	"18/902"	"171/11561"	0.118553890667462	0.501876015925845	0.448777425626494	18	"MF"
"HIPPO"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"23/914"	"229/11810"	0.118588868167625	0.390080579376096	0.325994374510801	23	"BP"
"HIPPO"	"GO:0002474"	"antigen processing and presentation of peptide antigen via MHC class I"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0030811"	"regulation of nucleotide catabolic process"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0031341"	"regulation of cell killing"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0035088"	"establishment or maintenance of apical/basal cell polarity"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0042509"	"regulation of tyrosine phosphorylation of STAT protein"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0046427"	"positive regulation of JAK-STAT cascade"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0046839"	"phospholipid dephosphorylation"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0048635"	"negative regulation of muscle organ development"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0060393"	"regulation of pathway-restricted SMAD protein phosphorylation"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0061245"	"establishment or maintenance of bipolar cell polarity"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:1901862"	"negative regulation of muscle tissue development"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:2000785"	"regulation of autophagosome assembly"	"5/914"	"34/11810"	0.118632979298646	0.390080579376096	0.325994374510801	5	"BP"
"HIPPO"	"GO:0007584"	"response to nutrient"	"15/914"	"139/11810"	0.118660875544477	0.390080579376096	0.325994374510801	15	"BP"
"HIPPO"	"GO:0046982"	"protein heterodimerization activity"	"33/902"	"342/11561"	0.118725012060756	0.501876015925845	0.448777425626494	33	"MF"
"HIPPO"	"GO:0046545"	"development of primary female sexual characteristics"	"8/914"	"64/11810"	0.119363421134968	0.391265770138693	0.32698485068869	8	"BP"
"HIPPO"	"GO:0046620"	"regulation of organ growth"	"8/914"	"64/11810"	0.119363421134968	0.391265770138693	0.32698485068869	8	"BP"
"HIPPO"	"GO:0051928"	"positive regulation of calcium ion transport"	"8/914"	"64/11810"	0.119363421134968	0.391265770138693	0.32698485068869	8	"BP"
"HIPPO"	"GO:0062014"	"negative regulation of small molecule metabolic process"	"8/914"	"64/11810"	0.119363421134968	0.391265770138693	0.32698485068869	8	"BP"
"HIPPO"	"GO:0031594"	"neuromuscular junction"	"8/960"	"64/12395"	0.119770220704894	0.435478351221692	0.364578871002947	8	"CC"
"HIPPO"	"GO:0032580"	"Golgi cisterna membrane"	"8/960"	"64/12395"	0.119770220704894	0.435478351221692	0.364578871002947	8	"CC"
"HIPPO"	"GO:0051261"	"protein depolymerization"	"10/914"	"85/11810"	0.119929867613041	0.392380920799815	0.3279167936294	10	"BP"
"HIPPO"	"GO:0034599"	"cellular response to oxidative stress"	"22/914"	"218/11810"	0.120276106690965	0.392380920799815	0.3279167936294	22	"BP"
"HIPPO"	"GO:0031985"	"Golgi cisterna"	"10/960"	"85/12395"	0.120401554915872	0.435478351221692	0.364578871002947	10	"CC"
"HIPPO"	"GO:0007040"	"lysosome organization"	"7/914"	"54/11810"	0.121226880000022	0.392380920799815	0.3279167936294	7	"BP"
"HIPPO"	"GO:0009064"	"glutamine family amino acid metabolic process"	"7/914"	"54/11810"	0.121226880000022	0.392380920799815	0.3279167936294	7	"BP"
"HIPPO"	"GO:0051298"	"centrosome duplication"	"7/914"	"54/11810"	0.121226880000022	0.392380920799815	0.3279167936294	7	"BP"
"HIPPO"	"GO:0080171"	"lytic vacuole organization"	"7/914"	"54/11810"	0.121226880000022	0.392380920799815	0.3279167936294	7	"BP"
"HIPPO"	"GO:0001824"	"blastocyst development"	"6/914"	"44/11810"	0.121430576471103	0.392380920799815	0.3279167936294	6	"BP"
"HIPPO"	"GO:0045844"	"positive regulation of striated muscle tissue development"	"6/914"	"44/11810"	0.121430576471103	0.392380920799815	0.3279167936294	6	"BP"
"HIPPO"	"GO:0048636"	"positive regulation of muscle organ development"	"6/914"	"44/11810"	0.121430576471103	0.392380920799815	0.3279167936294	6	"BP"
"HIPPO"	"GO:1902686"	"mitochondrial outer membrane permeabilization involved in programmed cell death"	"6/914"	"44/11810"	0.121430576471103	0.392380920799815	0.3279167936294	6	"BP"
"HIPPO"	"GO:1905954"	"positive regulation of lipid localization"	"6/914"	"44/11810"	0.121430576471103	0.392380920799815	0.3279167936294	6	"BP"
"HIPPO"	"GO:0060170"	"ciliary membrane"	"7/960"	"54/12395"	0.121604073169398	0.436990121002288	0.3658445121497	7	"CC"
"HIPPO"	"GO:0010743"	"regulation of macrophage derived foam cell differentiation"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0015740"	"C4-dicarboxylate transport"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0030325"	"adrenal gland development"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0032607"	"interferon-alpha production"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0033032"	"regulation of myeloid cell apoptotic process"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0034105"	"positive regulation of tissue remodeling"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0035338"	"long-chain fatty-acyl-CoA biosynthetic process"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0050706"	"regulation of interleukin-1 beta secretion"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0061081"	"positive regulation of myeloid leukocyte cytokine production involved in immune response"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0098801"	"regulation of renal system process"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0110111"	"negative regulation of animal organ morphogenesis"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:1902914"	"regulation of protein polyubiquitination"	"3/914"	"16/11810"	0.121675814382635	0.392380920799815	0.3279167936294	3	"BP"
"HIPPO"	"GO:0018210"	"peptidyl-threonine modification"	"11/914"	"96/11810"	0.12212776270383	0.393284054984326	0.328671552207871	11	"BP"
"HIPPO"	"GO:0071222"	"cellular response to lipopolysaccharide"	"11/914"	"96/11810"	0.12212776270383	0.393284054984326	0.328671552207871	11	"BP"
"HIPPO"	"GO:0035303"	"regulation of dephosphorylation"	"17/914"	"162/11810"	0.122552651878134	0.39372041301158	0.329036221124188	17	"BP"
"HIPPO"	"GO:1902115"	"regulation of organelle assembly"	"17/914"	"162/11810"	0.122552651878134	0.39372041301158	0.329036221124188	17	"BP"
"HIPPO"	"GO:0051047"	"positive regulation of secretion"	"23/914"	"230/11810"	0.122662888919446	0.39372041301158	0.329036221124188	23	"BP"
"HIPPO"	"GO:0006956"	"complement activation"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0031343"	"positive regulation of cell killing"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0038128"	"ERBB2 signaling pathway"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0045776"	"negative regulation of blood pressure"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0046685"	"response to arsenic-containing substance"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0070098"	"chemokine-mediated signaling pathway"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0072529"	"pyrimidine-containing compound catabolic process"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0098868"	"bone growth"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:1904036"	"negative regulation of epithelial cell apoptotic process"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:2000249"	"regulation of actin cytoskeleton reorganization"	"4/914"	"25/11810"	0.123381790266304	0.39372041301158	0.329036221124188	4	"BP"
"HIPPO"	"GO:0005096"	"GTPase activator activity"	"22/902"	"217/11561"	0.123383780931933	0.501876015925845	0.448777425626494	22	"MF"
"HIPPO"	"GO:0046332"	"SMAD binding"	"8/902"	"64/11561"	0.123458355968574	0.501876015925845	0.448777425626494	8	"MF"
"HIPPO"	"GO:0005416"	"amino acid:cation symporter activity"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0005520"	"insulin-like growth factor binding"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0008483"	"transaminase activity"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0015295"	"solute:proton symporter activity"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0016881"	"acid-amino acid ligase activity"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0019239"	"deaminase activity"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0034979"	"NAD-dependent protein deacetylase activity"	"3/902"	"16/11561"	0.123902549496041	0.501876015925845	0.448777425626494	3	"MF"
"HIPPO"	"GO:0061061"	"muscle structure development"	"39/914"	"417/11810"	0.124033190411814	0.395165388854299	0.330243802380307	39	"BP"
"HIPPO"	"GO:0009267"	"cellular response to starvation"	"13/914"	"118/11810"	0.124093676526142	0.395165388854299	0.330243802380307	13	"BP"
"HIPPO"	"GO:0021915"	"neural tube development"	"13/914"	"118/11810"	0.124093676526142	0.395165388854299	0.330243802380307	13	"BP"
"HIPPO"	"GO:0030665"	"clathrin-coated vesicle membrane"	"9/960"	"75/12395"	0.124363408420293	0.444041144167326	0.371747570379147	9	"CC"
"HIPPO"	"GO:0019887"	"protein kinase regulator activity"	"15/902"	"139/11561"	0.124564539206767	0.501876015925845	0.448777425626494	15	"MF"
"HIPPO"	"GO:0019003"	"GDP binding"	"7/902"	"54/11561"	0.125049458985206	0.501876015925845	0.448777425626494	7	"MF"
"HIPPO"	"GO:1990782"	"protein tyrosine kinase binding"	"7/902"	"54/11561"	0.125049458985206	0.501876015925845	0.448777425626494	7	"MF"
"HIPPO"	"GO:0016620"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	"4/902"	"25/11561"	0.126109151960959	0.501876015925845	0.448777425626494	4	"MF"
"HIPPO"	"GO:0019706"	"protein-cysteine S-palmitoyltransferase activity"	"4/902"	"25/11561"	0.126109151960959	0.501876015925845	0.448777425626494	4	"MF"
"HIPPO"	"GO:0019707"	"protein-cysteine S-acyltransferase activity"	"4/902"	"25/11561"	0.126109151960959	0.501876015925845	0.448777425626494	4	"MF"
"HIPPO"	"GO:0050699"	"WW domain binding"	"4/902"	"25/11561"	0.126109151960959	0.501876015925845	0.448777425626494	4	"MF"
"HIPPO"	"GO:0002685"	"regulation of leukocyte migration"	"10/914"	"86/11810"	0.126884935691443	0.40321212897503	0.336968546320916	10	"BP"
"HIPPO"	"GO:0044774"	"mitotic DNA integrity checkpoint"	"10/914"	"86/11810"	0.126884935691443	0.40321212897503	0.336968546320916	10	"BP"
"HIPPO"	"GO:1905330"	"regulation of morphogenesis of an epithelium"	"10/914"	"86/11810"	0.126884935691443	0.40321212897503	0.336968546320916	10	"BP"
"HIPPO"	"GO:0048144"	"fibroblast proliferation"	"8/914"	"65/11810"	0.12746103315733	0.403912409355618	0.337553777877475	8	"BP"
"HIPPO"	"GO:0048145"	"regulation of fibroblast proliferation"	"8/914"	"65/11810"	0.12746103315733	0.403912409355618	0.337553777877475	8	"BP"
"HIPPO"	"GO:1901019"	"regulation of calcium ion transmembrane transporter activity"	"8/914"	"65/11810"	0.12746103315733	0.403912409355618	0.337553777877475	8	"BP"
"HIPPO"	"GO:1901879"	"regulation of protein depolymerization"	"8/914"	"65/11810"	0.12746103315733	0.403912409355618	0.337553777877475	8	"BP"
"HIPPO"	"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	"17/914"	"163/11810"	0.127546641503249	0.403912409355618	0.337553777877475	17	"BP"
"HIPPO"	"GO:0030003"	"cellular cation homeostasis"	"35/914"	"371/11810"	0.1279062344128	0.404771043342306	0.338271347180392	35	"BP"
"HIPPO"	"GO:0009152"	"purine ribonucleotide biosynthetic process"	"20/914"	"197/11810"	0.128018644489578	0.404846798330553	0.338334656407549	20	"BP"
"HIPPO"	"GO:0006790"	"sulfur compound metabolic process"	"26/914"	"266/11810"	0.12851166598581	0.406086266724265	0.339370492963115	26	"BP"
"HIPPO"	"GO:0008154"	"actin polymerization or depolymerization"	"16/914"	"152/11810"	0.128588068287469	0.406086266724265	0.339370492963115	16	"BP"
"HIPPO"	"GO:0001959"	"regulation of cytokine-mediated signaling pathway"	"11/914"	"97/11810"	0.128716944284277	0.406212922099899	0.339476340170439	11	"BP"
"HIPPO"	"GO:0040008"	"regulation of growth"	"44/914"	"478/11810"	0.128887565737321	0.406471055006189	0.339692064509911	44	"BP"
"HIPPO"	"GO:0015893"	"drug transport"	"14/914"	"130/11810"	0.129914535597795	0.407552883055797	0.340596159399547	14	"BP"
"HIPPO"	"GO:0034614"	"cellular response to reactive oxygen species"	"13/914"	"119/11810"	0.130053101245689	0.407552883055797	0.340596159399547	13	"BP"
"HIPPO"	"GO:0006027"	"glycosaminoglycan catabolic process"	"5/914"	"35/11810"	0.130116600635642	0.407552883055797	0.340596159399547	5	"BP"
"HIPPO"	"GO:0009225"	"nucleotide-sugar metabolic process"	"5/914"	"35/11810"	0.130116600635642	0.407552883055797	0.340596159399547	5	"BP"
"HIPPO"	"GO:0015872"	"dopamine transport"	"5/914"	"35/11810"	0.130116600635642	0.407552883055797	0.340596159399547	5	"BP"
"HIPPO"	"GO:0046580"	"negative regulation of Ras protein signal transduction"	"5/914"	"35/11810"	0.130116600635642	0.407552883055797	0.340596159399547	5	"BP"
"HIPPO"	"GO:0120193"	"tight junction organization"	"5/914"	"35/11810"	0.130116600635642	0.407552883055797	0.340596159399547	5	"BP"
"HIPPO"	"GO:2001238"	"positive regulation of extrinsic apoptotic signaling pathway"	"5/914"	"35/11810"	0.130116600635642	0.407552883055797	0.340596159399547	5	"BP"
"HIPPO"	"GO:0001942"	"hair follicle development"	"7/914"	"55/11810"	0.130210296116166	0.407552883055797	0.340596159399547	7	"BP"
"HIPPO"	"GO:0043154"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"7/914"	"55/11810"	0.130210296116166	0.407552883055797	0.340596159399547	7	"BP"
"HIPPO"	"GO:0098773"	"skin epidermis development"	"7/914"	"55/11810"	0.130210296116166	0.407552883055797	0.340596159399547	7	"BP"
"HIPPO"	"GO:0031102"	"neuron projection regeneration"	"6/914"	"45/11810"	0.131509672250271	0.408847925246862	0.341678439552321	6	"BP"
"HIPPO"	"GO:1901863"	"positive regulation of muscle tissue development"	"6/914"	"45/11810"	0.131509672250271	0.408847925246862	0.341678439552321	6	"BP"
"HIPPO"	"GO:0070838"	"divalent metal ion transport"	"28/914"	"290/11810"	0.13151596112669	0.408847925246862	0.341678439552321	28	"BP"
"HIPPO"	"GO:0072511"	"divalent inorganic cation transport"	"28/914"	"290/11810"	0.13151596112669	0.408847925246862	0.341678439552321	28	"BP"
"HIPPO"	"GO:0006140"	"regulation of nucleotide metabolic process"	"9/914"	"76/11810"	0.131517514415074	0.408847925246862	0.341678439552321	9	"BP"
"HIPPO"	"GO:0030260"	"entry into host cell"	"9/914"	"76/11810"	0.131517514415074	0.408847925246862	0.341678439552321	9	"BP"
"HIPPO"	"GO:0042147"	"retrograde transport, endosome to Golgi"	"9/914"	"76/11810"	0.131517514415074	0.408847925246862	0.341678439552321	9	"BP"
"HIPPO"	"GO:0044409"	"entry into host"	"9/914"	"76/11810"	0.131517514415074	0.408847925246862	0.341678439552321	9	"BP"
"HIPPO"	"GO:0051806"	"entry into cell of other organism involved in symbiotic interaction"	"9/914"	"76/11810"	0.131517514415074	0.408847925246862	0.341678439552321	9	"BP"
"HIPPO"	"GO:0051828"	"entry into other organism involved in symbiotic interaction"	"9/914"	"76/11810"	0.131517514415074	0.408847925246862	0.341678439552321	9	"BP"
"HIPPO"	"GO:0048511"	"rhythmic process"	"20/914"	"198/11810"	0.132656947461497	0.411832912410417	0.344173024196505	20	"BP"
"HIPPO"	"GO:0000086"	"G2/M transition of mitotic cell cycle"	"17/914"	"164/11810"	0.132657716978355	0.411832912410417	0.344173024196505	17	"BP"
"HIPPO"	"GO:0046486"	"glycerolipid metabolic process"	"30/914"	"314/11810"	0.133948422870922	0.415557954615144	0.347286080492459	30	"BP"
"HIPPO"	"GO:0048365"	"Rac GTPase binding"	"7/902"	"55/11561"	0.134251299006213	0.53158090111551	0.475339527581807	7	"MF"
"HIPPO"	"GO:0031400"	"negative regulation of protein modification process"	"42/914"	"456/11810"	0.134434362247049	0.416782955042342	0.348309826018778	42	"BP"
"HIPPO"	"GO:0097730"	"non-motile cilium"	"10/960"	"87/12395"	0.134565026410876	0.477405858030943	0.399680232651814	10	"CC"
"HIPPO"	"GO:0034612"	"response to tumor necrosis factor"	"14/914"	"131/11810"	0.135745960110818	0.419423166286848	0.35051627786164	14	"BP"
"HIPPO"	"GO:1902105"	"regulation of leukocyte differentiation"	"14/914"	"131/11810"	0.135745960110818	0.419423166286848	0.35051627786164	14	"BP"
"HIPPO"	"GO:0007259"	"JAK-STAT cascade"	"8/914"	"66/11810"	0.135835911808809	0.419423166286848	0.35051627786164	8	"BP"
"HIPPO"	"GO:0009791"	"post-embryonic development"	"8/914"	"66/11810"	0.135835911808809	0.419423166286848	0.35051627786164	8	"BP"
"HIPPO"	"GO:0050728"	"negative regulation of inflammatory response"	"8/914"	"66/11810"	0.135835911808809	0.419423166286848	0.35051627786164	8	"BP"
"HIPPO"	"GO:1901216"	"positive regulation of neuron death"	"8/914"	"66/11810"	0.135835911808809	0.419423166286848	0.35051627786164	8	"BP"
"HIPPO"	"GO:0046467"	"membrane lipid biosynthetic process"	"12/914"	"109/11810"	0.136135355058035	0.419842038854771	0.350866333998754	12	"BP"
"HIPPO"	"GO:1901292"	"nucleoside phosphate catabolic process"	"13/914"	"120/11810"	0.136170084702205	0.419842038854771	0.350866333998754	13	"BP"
"HIPPO"	"GO:0051402"	"neuron apoptotic process"	"18/914"	"176/11810"	0.136246815493736	0.419842038854771	0.350866333998754	18	"BP"
"HIPPO"	"GO:0030136"	"clathrin-coated vesicle"	"14/960"	"131/12395"	0.136384364742464	0.480798045326282	0.402520143776893	14	"CC"
"HIPPO"	"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	"24/914"	"245/11810"	0.137348325425169	0.419968406335559	0.350971940609377	24	"BP"
"HIPPO"	"GO:0001706"	"endoderm formation"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0002532"	"production of molecular mediator involved in inflammatory response"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0015804"	"neutral amino acid transport"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0032663"	"regulation of interleukin-2 production"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0033762"	"response to glucagon"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0050650"	"chondroitin sulfate proteoglycan biosynthetic process"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0051452"	"intracellular pH reduction"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0051491"	"positive regulation of filopodium assembly"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0051693"	"actin filament capping"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
