sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
R12629	R12629	DG-GCL RNA Sample R12629	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12629_R1.fastq.gz	R12629_R2.fastq.gz
R12630	R12630	DG-GCL RNA Sample R12630	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12630_R1.fastq.gz	R12630_R2.fastq.gz
R12631	R12631	DG-GCL RNA Sample R12631	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12631_R1.fastq.gz	R12631_R2.fastq.gz
R12632	R12632	DG-GCL RNA Sample R12632	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12632_R1.fastq.gz	R12632_R2.fastq.gz
R12633	R12633	DG-GCL RNA Sample R12633	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12633_R1.fastq.gz	R12633_R2.fastq.gz
R12636	R12636	DG-GCL RNA Sample R12636	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12636_R1.fastq.gz	R12636_R2.fastq.gz
R12637	R12637	DG-GCL RNA Sample R12637	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12637_R1.fastq.gz	R12637_R2.fastq.gz
R12638	R12638	DG-GCL RNA Sample R12638	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12638_R1.fastq.gz	R12638_R2.fastq.gz
R12639	R12639	DG-GCL RNA Sample R12639	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12639_R1.fastq.gz	R12639_R2.fastq.gz
R12640	R12640	DG-GCL RNA Sample R12640	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12640_R1.fastq.gz	R12640_R2.fastq.gz
R12641	R12641	DG-GCL RNA Sample R12641	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12641_R1.fastq.gz	R12641_R2.fastq.gz
R12642	R12642	DG-GCL RNA Sample R12642	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12642_R1.fastq.gz	R12642_R2.fastq.gz
R12644	R12644	DG-GCL RNA Sample R12644	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12644_R1.fastq.gz	R12644_R2.fastq.gz
R12645	R12645	DG-GCL RNA Sample R12645	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12645_R1.fastq.gz	R12645_R2.fastq.gz
R12646	R12646	DG-GCL RNA Sample R12646	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12646_R1.fastq.gz	R12646_R2.fastq.gz
R12647	R12647	DG-GCL RNA Sample R12647	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12647_R1.fastq.gz	R12647_R2.fastq.gz
R12648	R12648	DG-GCL RNA Sample R12648	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12648_R1.fastq.gz	R12648_R2.fastq.gz
R12649	R12649	DG-GCL RNA Sample R12649	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12649_R1.fastq.gz	R12649_R2.fastq.gz
R12650	R12650	DG-GCL RNA Sample R12650	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12650_R1.fastq.gz	R12650_R2.fastq.gz
R12651	R12651	DG-GCL RNA Sample R12651	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12651_R1.fastq.gz	R12651_R2.fastq.gz
R12652	R12652	DG-GCL RNA Sample R12652	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12652_R1.fastq.gz	R12652_R2.fastq.gz
R12653	R12653	DG-GCL RNA Sample R12653	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12653_R1.fastq.gz	R12653_R2.fastq.gz
R12654	R12654	DG-GCL RNA Sample R12654	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12654_R1.fastq.gz	R12654_R2.fastq.gz
R12655	R12655	DG-GCL RNA Sample R12655	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12655_R1.fastq.gz	R12655_R2.fastq.gz
R12656	R12656	DG-GCL RNA Sample R12656	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12656_R1.fastq.gz	R12656_R2.fastq.gz
R12657	R12657	DG-GCL RNA Sample R12657	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12657_R1.fastq.gz	R12657_R2.fastq.gz
R12658	R12658	DG-GCL RNA Sample R12658	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12658_R1.fastq.gz	R12658_R2.fastq.gz
R12659	R12659	DG-GCL RNA Sample R12659	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12659_R1.fastq.gz	R12659_R2.fastq.gz
R12660	R12660	DG-GCL RNA Sample R12660	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12660_R1.fastq.gz	R12660_R2.fastq.gz
R12661	R12661	DG-GCL RNA Sample R12661	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12661_R1.fastq.gz	R12661_R2.fastq.gz
R12662	R12662	DG-GCL RNA Sample R12662	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12662_R1.fastq.gz	R12662_R2.fastq.gz
R12663	R12663	DG-GCL RNA Sample R12663	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12663_R1.fastq.gz	R12663_R2.fastq.gz
R12664	R12664	DG-GCL RNA Sample R12664	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12664_R1.fastq.gz	R12664_R2.fastq.gz
R12665	R12665	DG-GCL RNA Sample R12665	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12665_R1.fastq.gz	R12665_R2.fastq.gz
R12667	R12667	DG-GCL RNA Sample R12667	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12667_R1.fastq.gz	R12667_R2.fastq.gz
R12668	R12668	DG-GCL RNA Sample R12668	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12668_R1.fastq.gz	R12668_R2.fastq.gz
R12669	R12669	DG-GCL RNA Sample R12669	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12669_R1.fastq.gz	R12669_R2.fastq.gz
R12670	R12670	DG-GCL RNA Sample R12670	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12670_R1.fastq.gz	R12670_R2.fastq.gz
R12671	R12671	DG-GCL RNA Sample R12671	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12671_R1.fastq.gz	R12671_R2.fastq.gz
R12672	R12672	DG-GCL RNA Sample R12672	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12672_R1.fastq.gz	R12672_R2.fastq.gz
R12673	R12673	DG-GCL RNA Sample R12673	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12673_R1.fastq.gz	R12673_R2.fastq.gz
R12674	R12674	DG-GCL RNA Sample R12674	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12674_R1.fastq.gz	R12674_R2.fastq.gz
R12676	R12676	DG-GCL RNA Sample R12676	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12676_R1.fastq.gz	R12676_R2.fastq.gz
R12678	R12678	DG-GCL RNA Sample R12678	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12678_R1.fastq.gz	R12678_R2.fastq.gz
R12679	R12679	DG-GCL RNA Sample R12679	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12679_R1.fastq.gz	R12679_R2.fastq.gz
R12680	R12680	DG-GCL RNA Sample R12680	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12680_R1.fastq.gz	R12680_R2.fastq.gz
R12681	R12681	DG-GCL RNA Sample R12681	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12681_R1.fastq.gz	R12681_R2.fastq.gz
R12682	R12682	DG-GCL RNA Sample R12682	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12682_R1.fastq.gz	R12682_R2.fastq.gz
R12683	R12683	DG-GCL RNA Sample R12683	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12683_R1.fastq.gz	R12683_R2.fastq.gz
R12684	R12684	DG-GCL RNA Sample R12684	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12684_R1.fastq.gz	R12684_R2.fastq.gz
R12685	R12685	DG-GCL RNA Sample R12685	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12685_R1.fastq.gz	R12685_R2.fastq.gz
R12686	R12686	DG-GCL RNA Sample R12686	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12686_R1.fastq.gz	R12686_R2.fastq.gz
R12687	R12687	DG-GCL RNA Sample R12687	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12687_R1.fastq.gz	R12687_R2.fastq.gz
R12732	R12732	DG-GCL RNA Sample R12732	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12732_R1.fastq.gz	R12732_R2.fastq.gz
R12733	R12733	DG-GCL RNA Sample R12733	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12733_R1.fastq.gz	R12733_R2.fastq.gz
R12734	R12734	DG-GCL RNA Sample R12734	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12734_R1.fastq.gz	R12734_R2.fastq.gz
R12735	R12735	DG-GCL RNA Sample R12735	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12735_R1.fastq.gz	R12735_R2.fastq.gz
R12737	R12737	DG-GCL RNA Sample R12737	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12737_R1.fastq.gz	R12737_R2.fastq.gz
R12738	R12738	DG-GCL RNA Sample R12738	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12738_R1.fastq.gz	R12738_R2.fastq.gz
R12739	R12739	DG-GCL RNA Sample R12739	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12739_R1.fastq.gz	R12739_R2.fastq.gz
R12740	R12740	DG-GCL RNA Sample R12740	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12740_R1.fastq.gz	R12740_R2.fastq.gz
R12741	R12741	DG-GCL RNA Sample R12741	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12741_R1.fastq.gz	R12741_R2.fastq.gz
R12742	R12742	DG-GCL RNA Sample R12742	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12742_R1.fastq.gz	R12742_R2.fastq.gz
R12743	R12743	DG-GCL RNA Sample R12743	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12743_R1.fastq.gz	R12743_R2.fastq.gz
R12744	R12744	DG-GCL RNA Sample R12744	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12744_R1.fastq.gz	R12744_R2.fastq.gz
